회사명,항목,외인,기관,개인,개반,법인,총점
HLB글로벌,3년,88.6,66.7,13.1,86.9,70.0,80.7
HLB글로벌,합산,74.8,67.3,23.6,76.4,72.3,72.8
컴투스홀딩스,1년,49.2,90.1,33.4,66.6,20.0,68.6
컴투스홀딩스,2년,69.6,66.5,65.8,34.2,20.5,56.8
컴투스홀딩스,3년,61.7,94.5,9.9,90.1,35.2,82.1
컴투스홀딩스,합산,60.2,83.7,36.4,63.6,25.2,69.2
제넥신,1년,70.9,83.4,16.9,83.1,81.4,79.1
제넥신,2년,95.0,96.3,3.2,96.8,68.4,96.0
제넥신,3년,86.5,94.9,7.7,92.3,66.2,91.2
제넥신,합산,84.1,91.5,9.3,90.7,72.0,88.8
뷰웍스,1년,13.8,92.1,58.7,41.3,37.9,49.1
뷰웍스,2년,20.9,92.8,38.1,61.9,54.5,58.5
뷰웍스,3년,22.1,51.0,75.2,24.8,67.9,32.6
뷰웍스,합산,18.9,78.6,57.3,42.7,53.4,46.7
일양약품,1년,36.4,88.5,55.5,44.5,67.3,56.5
일양약품,2년,89.4,33.7,9.3,90.7,52.7,71.3
일양약품,3년,95.7,74.3,4.3,95.7,11.0,88.6
일양약품,합산,73.8,65.5,23.0,77.0,43.7,72.1
아바코,1년,85.6,22.6,21.5,78.5,36.6,62.2
아바코,2년,82.1,70.6,30.5,69.5,56.5,74.1
아바코,3년,81.2,78.3,44.4,55.6,29.6,71.7
아바코,합산,83.0,57.2,32.1,67.9,40.9,69.3
랩지노믹스,1년,29.3,66.3,49.2,50.8,50.3,48.8
랩지노믹스,2년,44.5,85.0,23.1,76.9,60.8,68.8
랩지노믹스,3년,52.1,78.6,24.4,75.6,64.3,68.8
랩지노믹스,합산,42.0,76.6,32.2,67.8,58.5,62.1
지엔씨에너지,1년,59.4,74.7,34.4,65.6,46.9,66.6
지엔씨에너지,2년,66.5,85.0,17.0,83.0,81.3,78.2
지엔씨에너지,3년,68.8,83.3,15.8,84.2,80.6,78.8
지엔씨에너지,합산,64.9,81.0,22.4,77.6,69.6,74.5
액션스퀘어,1년,80.3,14.2,52.8,47.2,50.2,47.2
액션스퀘어,2년,52.8,87.1,13.9,86.1,83.9,75.3
액션스퀘어,3년,54.9,94.2,7.1,92.9,90.4,80.7
액션스퀘어,합산,62.7,65.2,24.6,75.4,74.8,67.7
원익홀딩스,1년,88.3,75.8,16.5,83.5,6.4,82.5
원익홀딩스,2년,80.8,71.9,21.1,78.9,9.1,77.2
원익홀딩스,3년,84.6,82.3,14.7,85.3,8.6,84.1
원익홀딩스,합산,84.6,76.7,17.4,82.6,8.0,81.3
이지스밸류리츠,1년,62.4,67.7,43.4,56.6,25.3,62.2
이지스밸류리츠,2년,71.6,77.0,28.8,71.2,16.8,73.3
이지스밸류리츠,3년,66.4,57.2,48.2,51.8,33.9,58.5
이지스밸류리츠,합산,66.8,67.3,40.1,59.9,25.3,64.7
에스와이,1년,51.4,59.9,47.6,52.4,50.9,54.6
에스와이,2년,49.8,60.8,52.0,48.0,47.8,52.9
에스와이,3년,64.6,47.9,32.6,67.4,64.8,60.0
에스와이,합산,55.3,56.2,44.1,55.9,54.5,55.8
듀켐바이오,1년,59.4,46.5,33.0,67.0,90.9,57.6
듀켐바이오,2년,52.9,39.5,35.1,64.9,93.8,52.4
듀켐바이오,3년,51.7,38.5,36.9,63.1,83.5,51.1
듀켐바이오,합산,54.7,41.5,35.0,65.0,89.4,53.7
미래컴퍼니,1년,66.3,86.7,15.4,84.6,93.8,79.2
미래컴퍼니,2년,61.3,63.2,27.3,72.7,83.7,65.7
미래컴퍼니,3년,63.4,65.3,23.9,76.1,84.3,68.3
미래컴퍼니,합산,63.7,71.7,22.2,77.8,87.3,71.1
AP위성,1년,67.6,89.7,14.3,85.7,52.4,81.0
AP위성,2년,48.5,86.6,18.2,81.8,64.2,72.3
AP위성,3년,51.4,81.6,23.4,76.6,42.7,69.9
AP위성,합산,55.8,86.0,18.6,81.4,53.1,74.4
한국화장품제조,1년,71.7,93.6,6.4,93.6,89.3,86.3
한국화장품제조,2년,78.6,95.6,4.6,95.4,90.5,89.9
한국화장품제조,3년,79.2,95.7,4.4,95.6,86.5,90.2
한국화장품제조,합산,76.5,95.0,5.1,94.9,88.8,88.8
리파인,1년,32.1,94.4,6.5,93.5,75.3,73.3
리파인,2년,69.0,97.1,5.0,95.0,72.1,87.0
리파인,3년,50.4,83.4,24.7,75.3,71.0,69.7
리파인,합산,50.5,91.6,12.1,87.9,72.8,76.7
제이엘케이,1년,57.3,82.6,18.0,82.0,79.2,74.0
제이엘케이,2년,63.2,90.3,14.7,85.3,25.4,79.6
제이엘케이,3년,77.5,93.7,9.9,90.1,15.6,87.1
제이엘케이,합산,66.0,88.9,14.2,85.8,40.1,80.2
대한제분,1년,88.2,76.2,15.1,84.9,67.6,83.1
대한제분,2년,72.3,54.0,41.0,59.0,29.6,61.8
대한제분,3년,72.6,72.1,65.6,34.4,14.8,59.7
대한제분,합산,77.7,67.4,40.6,59.4,37.3,68.2
우진엔텍,1년,33.0,71.8,18.2,81.8,85.1,62.2
우진엔텍,2년,33.0,71.8,18.2,81.8,85.1,62.2
우진엔텍,3년,33.0,71.8,18.2,81.8,85.1,62.2
우진엔텍,합산,33.0,71.8,18.2,81.8,85.1,62.2
지오릿에너지,1년,37.4,87.2,17.6,82.4,81.2,69.0
지오릿에너지,2년,76.7,82.3,20.7,79.3,74.3,79.4
지오릿에너지,3년,66.5,59.5,52.0,48.0,39.7,58.0
지오릿에너지,합산,60.2,76.3,30.1,69.9,65.1,68.8
큐브엔터,1년,85.2,74.4,11.0,89.0,43.4,82.9
큐브엔터,2년,90.7,91.9,3.9,96.1,39.0,92.9
큐브엔터,3년,82.4,87.3,10.5,89.5,36.7,86.4
큐브엔터,합산,86.1,84.5,8.5,91.5,39.7,87.4
흥국화재,1년,52.9,84.5,28.7,71.3,56.1,69.6
흥국화재,2년,51.9,49.8,50.1,49.9,42.8,50.5
흥국화재,3년,44.5,48.0,51.0,49.0,52.4,47.2
흥국화재,합산,49.8,60.8,43.3,56.7,50.4,55.8
노머스,1년,65.1,53.7,67.3,32.7,24.2,50.5
노머스,2년,65.1,53.7,67.3,32.7,24.2,50.5
노머스,3년,65.1,53.7,67.3,32.7,24.2,50.5
노머스,합산,65.1,53.7,67.3,32.7,24.2,50.5
이월드,1년,65.8,90.2,10.8,89.2,92.6,81.7
이월드,2년,83.1,16.6,77.4,22.6,19.6,40.8
이월드,3년,66.0,39.5,54.9,45.1,44.1,50.2
이월드,합산,71.6,48.8,47.7,52.3,52.1,57.6
뉴파워프라즈마,1년,79.1,71.9,16.2,83.8,39.2,78.3
뉴파워프라즈마,2년,77.8,62.7,20.2,79.8,63.6,73.4
뉴파워프라즈마,3년,70.1,66.9,25.5,74.5,73.3,70.5
뉴파워프라즈마,합산,75.7,67.2,20.6,79.4,58.7,74.1
스카이라이프,1년,93.1,10.8,6.4,93.6,86.5,65.8
스카이라이프,2년,97.1,97.2,1.1,98.9,70.2,97.7
스카이라이프,3년,96.7,87.1,1.0,99.0,62.9,94.3
스카이라이프,합산,95.6,65.0,2.8,97.2,73.2,85.9
일성아이에스,1년,80.1,50.0,21.5,78.5,42.9,69.5
일성아이에스,2년,74.4,30.1,65.7,34.3,65.9,46.3
일성아이에스,3년,43.7,59.9,39.1,60.9,59.3,54.8
일성아이에스,합산,66.1,46.7,42.1,57.9,56.0,56.9
한국정보인증,1년,60.3,44.2,7.1,92.9,87.6,65.8
한국정보인증,2년,44.1,42.6,13.5,86.5,86.1,57.7
한국정보인증,3년,33.5,48.5,69.3,30.7,35.4,37.6
한국정보인증,합산,46.0,45.1,30.0,70.0,69.7,53.7
비츠로테크,1년,51.6,40.2,50.3,49.7,42.1,47.2
비츠로테크,2년,55.4,41.5,45.4,54.6,48.8,50.5
비츠로테크,3년,48.0,37.5,52.0,48.0,59.1,44.5
비츠로테크,합산,51.7,39.7,49.2,50.8,50.0,47.4
삼익THK,1년,63.2,67.8,29.5,70.5,9.0,67.2
삼익THK,2년,51.9,70.9,28.1,71.9,51.3,64.9
삼익THK,3년,56.1,72.5,27.2,72.8,58.2,67.1
삼익THK,합산,57.1,70.4,28.3,71.7,39.5,66.4
피에이치에이,1년,76.0,38.1,57.7,42.3,21.8,52.1
피에이치에이,2년,84.6,81.7,14.9,85.1,62.0,83.8
피에이치에이,3년,84.7,86.7,10.7,89.3,73.8,86.9
피에이치에이,합산,81.8,68.8,27.8,72.2,52.5,74.3
대화제약,1년,65.1,35.8,37.5,62.5,38.0,54.5
대화제약,2년,67.7,63.4,26.5,73.5,37.9,68.2
대화제약,3년,68.3,70.5,25.2,74.8,26.9,71.2
대화제약,합산,67.0,56.6,29.7,70.3,34.3,64.6
코오롱ENP,1년,83.7,9.5,30.9,69.1,3.3,54.1
코오롱ENP,2년,35.5,85.7,23.9,76.1,11.6,65.8
코오롱ENP,3년,51.3,42.2,55.3,44.7,60.4,46.1
코오롱ENP,합산,56.8,45.8,36.7,63.3,25.1,55.3
HDC랩스,1년,61.6,58.4,66.6,33.4,30.7,51.1
HDC랩스,2년,49.1,70.8,72.7,27.3,24.2,49.1
HDC랩스,3년,68.4,80.0,61.9,38.1,27.5,62.2
HDC랩스,합산,59.7,69.7,67.1,32.9,27.5,54.1
현대차증권,1년,53.5,50.2,73.9,26.1,16.5,43.3
현대차증권,2년,57.5,64.6,60.7,39.3,25.1,53.8
현대차증권,3년,83.2,93.4,24.5,75.5,9.8,84.0
현대차증권,합산,64.7,69.4,53.0,47.0,17.1,60.4
KPX케미칼,1년,24.3,72.6,79.9,20.1,53.8,39.0
KPX케미칼,2년,47.1,72.9,44.4,55.6,51.5,58.5
KPX케미칼,3년,70.2,54.0,24.2,75.8,34.1,66.7
KPX케미칼,합산,47.2,66.5,49.5,50.5,46.5,54.7
신세계 I&C,1년,80.7,45.5,41.5,58.5,12.4,61.6
신세계 I&C,2년,80.5,86.6,11.6,88.4,46.2,85.2
신세계 I&C,3년,56.9,90.0,7.3,92.7,28.4,79.9
신세계 I&C,합산,72.7,74.0,20.1,79.9,29.0,75.6
하이트진로홀딩스,1년,83.8,26.8,58.8,41.2,45.3,50.6
하이트진로홀딩스,2년,83.4,67.7,42.9,57.1,43.0,69.4
하이트진로홀딩스,3년,43.0,94.6,14.4,85.6,46.3,74.4
하이트진로홀딩스,합산,70.1,63.0,38.7,61.3,44.9,64.8
안트로젠,1년,28.2,70.0,20.2,79.8,86.1,59.3
안트로젠,2년,46.1,74.2,48.6,51.4,40.5,57.2
안트로젠,3년,86.0,50.4,15.1,84.9,28.3,73.8
안트로젠,합산,53.4,64.9,28.0,72.0,51.6,63.4
이엔셀,1년,31.0,89.8,10.0,90.0,85.7,70.3
이엔셀,2년,31.0,89.8,10.0,90.0,85.7,70.3
이엔셀,3년,31.0,89.8,10.0,90.0,85.7,70.3
이엔셀,합산,31.0,89.8,10.0,90.0,85.7,70.3
대교,1년,89.7,50.6,33.8,66.2,12.3,68.8
대교,2년,85.6,21.2,72.7,27.3,43.1,44.7
대교,3년,93.0,11.8,44.9,55.1,23.2,53.3
대교,합산,89.4,27.9,50.5,49.5,26.2,55.6
우주일렉트로,1년,72.5,33.8,73.2,26.8,28.2,44.4
우주일렉트로,2년,51.6,30.2,72.3,27.7,46.4,36.5
우주일렉트로,3년,91.4,43.5,28.4,71.6,35.3,68.8
우주일렉트로,합산,71.8,35.8,58.0,42.0,36.6,49.9
파인엠텍,1년,83.9,43.9,29.3,70.7,63.9,66.2
파인엠텍,2년,64.5,55.6,35.3,64.7,69.0,61.6
파인엠텍,3년,66.4,51.2,40.1,59.9,62.3,59.2
파인엠텍,합산,71.6,50.2,34.9,65.1,65.1,62.3
한솔아이원스,1년,34.3,83.0,37.9,62.1,4.6,59.8
한솔아이원스,2년,58.0,82.8,29.7,70.3,31.0,70.4
한솔아이원스,3년,68.3,80.4,24.3,75.7,40.9,74.8
한솔아이원스,합산,53.5,82.1,30.6,69.4,25.5,68.3
대명에너지,1년,47.5,42.2,53.7,46.3,62.5,45.3
대명에너지,2년,57.4,56.3,37.7,62.3,65.7,58.7
대명에너지,3년,58.6,44.1,41.8,58.2,67.8,53.6
대명에너지,합산,54.5,47.5,44.4,55.6,65.3,52.5
루미르,1년,44.5,84.0,22.3,77.7,57.5,68.7
루미르,2년,44.5,84.0,22.3,77.7,57.5,68.7
루미르,3년,44.5,84.0,22.3,77.7,57.5,68.7
루미르,합산,44.5,84.0,22.3,77.7,57.5,68.7
유니셈,1년,20.4,63.3,60.3,39.7,67.2,41.1
유니셈,2년,25.1,63.7,57.0,43.0,36.2,43.9
유니셈,3년,30.1,84.2,22.8,77.2,54.0,63.8
유니셈,합산,25.2,70.4,46.7,53.3,52.5,49.6
에이텍,1년,37.2,82.9,23.5,76.5,44.9,65.5
에이텍,2년,36.1,86.6,32.3,67.7,20.3,63.5
에이텍,3년,37.3,61.2,50.2,49.8,19.4,49.4
에이텍,합산,36.9,76.9,35.3,64.7,28.2,59.5
한미글로벌,1년,29.7,62.5,46.9,53.1,61.8,48.4
한미글로벌,2년,9.8,77.5,37.3,62.7,81.5,50.0
한미글로벌,3년,27.4,30.3,72.0,28.0,33.8,28.6
한미글로벌,합산,22.3,56.8,52.1,47.9,59.0,42.3
한솔제지,1년,83.4,96.1,11.3,88.7,10.4,89.4
한솔제지,2년,92.6,93.2,6.7,93.3,17.0,93.0
한솔제지,3년,88.8,95.6,5.6,94.4,46.3,92.9
한솔제지,합산,88.3,95.0,7.9,92.1,24.6,91.8
파워로직스,1년,63.2,81.1,35.9,64.1,32.7,69.5
파워로직스,2년,58.4,42.0,56.1,43.9,31.9,48.1
파워로직스,3년,62.1,38.0,59.8,40.2,28.5,46.8
파워로직스,합산,61.2,53.7,50.6,49.4,31.0,54.8
바이오솔루션,1년,55.4,53.4,32.4,67.6,75.9,58.8
바이오솔루션,2년,74.5,75.4,12.4,87.6,82.6,79.2
바이오솔루션,3년,80.8,73.6,16.1,83.9,69.9,79.4
바이오솔루션,합산,70.2,67.5,20.3,79.7,76.1,72.5
스마트레이더시스템,1년,70.4,78.6,17.8,82.2,70.4,77.1
스마트레이더시스템,2년,78.5,85.2,17.6,82.4,79.8,82.0
스마트레이더시스템,3년,78.5,85.2,17.6,82.4,79.8,82.0
스마트레이더시스템,합산,75.8,83.0,17.7,82.3,76.7,80.4
티에프이,1년,60.7,66.2,31.5,68.5,46.3,65.1
티에프이,2년,41.4,39.0,64.8,35.2,31.8,38.5
티에프이,3년,43.8,30.9,71.5,28.5,29.0,34.4
티에프이,합산,48.6,45.4,55.9,44.1,35.7,46.0
동원개발,1년,94.3,63.0,5.5,94.5,7.7,83.9
동원개발,2년,97.7,90.1,2.3,97.7,5.2,95.2
동원개발,3년,98.3,93.8,1.4,98.6,8.6,96.9
동원개발,합산,96.8,82.3,3.1,96.9,7.2,92.0
알루코,1년,49.8,87.0,20.9,79.1,94.3,72.0
알루코,2년,62.9,80.4,14.7,85.3,68.9,76.2
알루코,3년,52.8,74.0,21.0,79.0,60.3,68.6
알루코,합산,55.2,80.5,18.9,81.1,74.5,72.3
브릿지바이오테라퓨틱스,1년,49.2,46.4,60.7,39.3,29.9,45.0
브릿지바이오테라퓨틱스,2년,39.9,79.6,20.4,79.6,77.3,66.4
브릿지바이오테라퓨틱스,3년,47.9,88.4,10.7,89.3,87.9,75.2
브릿지바이오테라퓨틱스,합산,45.7,71.5,30.6,69.4,65.0,62.2
HLB바이오스텝,1년,59.3,6.9,88.3,11.7,57.7,26.0
HLB바이오스텝,2년,41.9,12.1,31.9,68.1,84.9,40.7
HLB바이오스텝,3년,65.6,28.0,27.8,72.2,74.5,55.3
HLB바이오스텝,합산,55.6,15.7,49.3,50.7,72.4,40.7
사람인,1년,32.2,61.9,66.7,33.3,66.0,42.5
사람인,2년,60.9,95.6,9.9,90.1,60.5,82.2
사람인,3년,64.3,90.2,6.2,93.8,50.1,82.8
사람인,합산,52.5,82.6,27.6,72.4,58.9,69.2
압타바이오,1년,39.3,52.2,47.3,52.7,64.1,48.1
압타바이오,2년,40.8,66.1,60.2,39.8,30.2,48.9
압타바이오,3년,73.5,94.3,13.6,86.4,33.8,84.7
압타바이오,합산,51.2,70.9,40.4,59.6,42.7,60.6
탑런토탈솔루션,1년,46.2,46.1,80.7,19.3,7.9,37.2
탑런토탈솔루션,2년,46.2,46.1,80.7,19.3,7.9,37.2
탑런토탈솔루션,3년,46.2,46.1,80.7,19.3,7.9,37.2
탑런토탈솔루션,합산,46.2,46.1,80.7,19.3,7.9,37.2
동성케미컬,1년,86.9,64.2,13.4,86.6,7.6,79.2
동성케미컬,2년,70.0,69.0,20.7,79.3,20.0,72.8
동성케미컬,3년,70.3,63.8,24.4,75.6,43.7,69.9
동성케미컬,합산,75.7,65.7,19.5,80.5,23.8,74.0
에이비온,1년,62.5,24.9,81.7,18.3,17.1,35.2
에이비온,2년,58.6,34.8,73.5,26.5,25.1,40.0
에이비온,3년,35.5,70.0,43.6,56.4,49.8,54.0
에이비온,합산,52.2,43.2,66.3,33.7,30.7,43.1
삼영전자,1년,66.7,57.5,33.7,66.3,51.8,63.5
삼영전자,2년,48.2,74.8,25.8,74.2,66.9,65.7
삼영전자,3년,74.7,73.9,16.5,83.5,38.8,77.4
삼영전자,합산,63.2,68.7,25.3,74.7,52.5,68.9
미래반도체,1년,26.1,76.1,64.7,35.3,74.7,45.8
미래반도체,2년,64.6,60.5,35.8,64.2,74.3,63.1
미래반도체,3년,64.6,60.5,35.8,64.2,74.3,63.1
미래반도체,합산,51.8,65.7,45.4,54.6,74.4,57.3
브이엠,1년,80.1,90.9,5.4,94.6,72.5,88.5
브이엠,2년,54.0,69.2,25.0,75.0,77.7,66.1
브이엠,3년,63.8,34.1,65.0,35.0,39.7,44.3
브이엠,합산,66.0,64.7,31.8,68.2,63.3,66.3
제이에스코퍼레이션,1년,24.7,90.9,8.2,91.8,67.4,69.1
제이에스코퍼레이션,2년,70.3,90.6,7.7,92.3,23.8,84.4
제이에스코퍼레이션,3년,64.2,73.6,22.3,77.7,52.5,71.8
제이에스코퍼레이션,합산,53.1,85.0,12.7,87.3,47.9,75.1
풍원정밀,1년,68.0,80.7,17.5,82.5,59.5,77.1
풍원정밀,2년,55.8,82.0,18.9,81.1,67.6,73.0
풍원정밀,3년,41.8,94.2,5.6,94.4,68.5,76.8
풍원정밀,합산,55.2,85.6,14.0,86.0,65.2,75.6
에코아이,1년,32.9,95.7,19.6,80.4,24.4,69.7
에코아이,2년,34.8,92.6,22.3,77.7,20.0,68.4
에코아이,3년,34.8,92.6,22.3,77.7,20.0,68.4
에코아이,합산,34.2,93.6,21.4,78.6,21.5,68.8
신한서부티엔디리츠,1년,58.2,73.3,32.0,68.0,18.3,66.5
신한서부티엔디리츠,2년,52.5,69.7,24.9,75.1,60.2,65.8
신한서부티엔디리츠,3년,86.0,73.3,18.9,81.1,34.5,80.1
신한서부티엔디리츠,합산,65.6,72.1,25.3,74.7,37.7,70.8
케이에스피,1년,66.6,15.5,81.7,18.3,14.3,33.5
케이에스피,2년,50.8,9.6,70.1,29.9,59.4,30.1
케이에스피,3년,60.5,9.1,58.3,41.7,74.6,37.1
케이에스피,합산,59.3,11.4,70.0,30.0,49.4,33.6
이노스페이스,1년,27.1,84.8,14.2,85.8,81.2,65.9
이노스페이스,2년,27.1,84.8,14.2,85.8,81.2,65.9
이노스페이스,3년,27.1,84.8,14.2,85.8,81.2,65.9
이노스페이스,합산,27.1,84.8,14.2,85.8,81.2,65.9
신흥에스이씨,1년,76.8,60.9,22.8,77.2,60.1,71.6
신흥에스이씨,2년,78.2,70.7,20.5,79.5,49.1,76.1
신흥에스이씨,3년,72.6,80.8,16.1,83.9,53.8,79.1
신흥에스이씨,합산,75.9,70.8,19.8,80.2,54.3,75.6
코오롱모빌리티그룹,1년,80.1,41.1,17.9,82.1,87.4,67.8
코오롱모빌리티그룹,2년,84.8,15.5,17.9,82.1,92.1,60.8
코오롱모빌리티그룹,3년,84.8,15.5,17.9,82.1,92.1,60.8
코오롱모빌리티그룹,합산,83.2,24.0,17.9,82.1,90.5,63.1
해성산업,1년,85.2,81.2,10.6,89.4,68.0,85.3
해성산업,2년,44.9,92.2,14.4,85.6,53.8,74.2
해성산업,3년,24.3,95.1,8.6,91.4,52.8,70.3
해성산업,합산,51.5,89.5,11.2,88.8,58.2,76.6
동국씨엠,1년,61.3,72.9,15.6,84.4,60.2,72.9
동국씨엠,2년,89.0,86.8,9.3,90.7,35.5,88.8
동국씨엠,3년,89.0,86.8,9.3,90.7,35.5,88.8
동국씨엠,합산,79.8,82.2,11.4,88.6,43.7,83.5
동아지질,1년,66.2,57.9,39.5,60.5,41.1,61.5
동아지질,2년,44.5,66.3,34.3,65.7,33.8,58.8
동아지질,3년,76.2,37.1,53.2,46.8,32.8,53.4
동아지질,합산,62.3,53.8,42.3,57.7,35.9,57.9
현대비앤지스틸,1년,32.5,96.3,20.2,79.8,11.0,69.5
현대비앤지스틸,2년,34.2,90.4,23.2,76.8,44.4,67.1
현대비앤지스틸,3년,39.7,85.8,27.4,72.6,43.1,66.0
현대비앤지스틸,합산,35.5,90.8,23.6,76.4,32.8,67.5
영풍정밀,1년,50.5,58.7,55.6,44.4,27.4,51.2
영풍정밀,2년,51.5,50.3,57.0,43.0,36.8,48.3
영풍정밀,3년,66.7,35.1,45.8,54.2,56.5,52.0
영풍정밀,합산,56.2,48.0,52.8,47.2,40.2,50.5
조일알미늄,1년,58.1,59.2,41.9,58.1,26.4,58.5
조일알미늄,2년,86.4,86.7,11.0,89.0,54.6,87.4
조일알미늄,3년,80.3,82.5,17.4,82.6,56.2,81.8
조일알미늄,합산,74.9,76.1,23.4,76.6,45.7,75.9
티로보틱스,1년,19.3,84.0,50.6,49.4,53.5,50.9
티로보틱스,2년,52.7,59.2,44.8,55.2,42.8,55.7
티로보틱스,3년,62.9,33.6,67.8,32.2,23.9,42.9
티로보틱스,합산,45.0,58.9,54.4,45.6,40.1,49.8
LG헬로비전,1년,94.4,91.6,5.1,94.9,5.7,93.6
LG헬로비전,2년,94.7,63.8,4.9,95.1,59.4,84.5
LG헬로비전,3년,65.1,35.7,9.4,90.6,89.3,63.8
LG헬로비전,합산,84.7,63.7,6.5,93.5,51.5,80.6
KSS해운,1년,68.3,45.1,36.3,63.7,61.5,59.0
KSS해운,2년,68.9,53.4,40.1,59.9,55.6,60.7
KSS해운,3년,62.8,66.6,30.9,69.1,60.9,66.2
KSS해운,합산,66.7,55.0,35.8,64.2,59.3,62.0
노바텍,1년,79.7,83.6,77.7,22.3,12.1,61.9
노바텍,2년,71.0,91.1,41.5,58.5,9.4,73.5
노바텍,3년,57.3,76.4,76.4,23.6,11.2,52.4
노바텍,합산,69.3,83.7,65.2,34.8,10.9,62.6
성신양회,1년,41.0,50.3,62.4,37.6,32.2,43.0
성신양회,2년,58.8,41.8,69.3,30.7,20.1,43.8
성신양회,3년,69.4,85.7,60.6,39.4,11.0,64.8
성신양회,합산,56.4,59.3,64.1,35.9,21.1,50.5
남선알미늄,1년,72.2,81.7,25.8,74.2,8.3,76.0
남선알미늄,2년,77.3,82.5,18.2,81.8,83.7,80.5
남선알미늄,3년,54.7,82.6,39.6,60.4,60.7,65.9
남선알미늄,합산,68.1,82.3,27.9,72.1,50.9,74.1
일진홀딩스,1년,74.5,65.0,25.4,74.6,28.5,71.4
일진홀딩스,2년,83.9,42.5,13.4,86.6,75.1,71.0
일진홀딩스,3년,70.4,30.1,25.3,74.7,78.7,58.4
일진홀딩스,합산,76.3,45.9,21.4,78.6,60.8,66.9
브랜드엑스코퍼레이션,1년,48.3,94.1,14.2,85.8,92.6,76.1
브랜드엑스코퍼레이션,2년,58.6,91.9,14.8,85.2,60.7,78.6
브랜드엑스코퍼레이션,3년,41.0,90.2,18.3,81.7,68.0,71.0
브랜드엑스코퍼레이션,합산,49.3,92.1,15.8,84.2,73.8,75.2
케이엔솔,1년,18.9,71.6,84.5,15.5,20.3,35.3
케이엔솔,2년,46.1,22.8,75.8,24.2,28.0,31.0
케이엔솔,3년,57.5,16.0,82.2,17.8,20.1,30.4
케이엔솔,합산,40.8,36.8,80.8,19.2,22.8,32.2
덕산하이메탈,1년,92.6,88.6,2.9,97.1,19.9,92.8
덕산하이메탈,2년,47.3,82.0,30.3,69.7,33.1,66.3
덕산하이메탈,3년,54.9,83.2,24.8,75.2,58.1,71.1
덕산하이메탈,합산,64.9,84.6,19.3,80.7,37.0,76.7
인트론바이오,1년,65.4,41.9,60.4,39.6,16.0,49.0
인트론바이오,2년,65.0,67.4,36.2,63.8,53.5,65.4
인트론바이오,3년,85.9,89.4,12.0,88.0,58.0,87.8
인트론바이오,합산,72.1,66.2,36.2,63.8,42.5,67.4
디지털대성,1년,94.3,21.1,9.3,90.7,67.5,68.7
디지털대성,2년,76.7,38.0,18.6,81.4,53.0,65.4
디지털대성,3년,58.4,15.8,30.3,69.7,88.4,48.0
디지털대성,합산,76.5,25.0,19.4,80.6,69.6,60.7
티이엠씨,1년,21.8,96.4,4.0,96.0,72.1,71.4
티이엠씨,2년,44.0,91.9,10.8,89.2,69.4,75.0
티이엠씨,3년,44.0,91.9,10.8,89.2,69.4,75.0
티이엠씨,합산,36.6,93.4,8.5,91.5,70.3,73.8
한국알콜,1년,86.6,77.9,11.2,88.8,89.8,84.4
한국알콜,2년,75.5,38.5,49.4,50.6,80.1,54.9
한국알콜,3년,73.6,40.1,56.0,44.0,64.9,52.6
한국알콜,합산,78.6,52.2,38.9,61.1,78.3,64.0
쇼박스,1년,72.0,79.6,20.5,79.5,28.3,77.0
쇼박스,2년,68.5,62.7,27.3,72.7,27.8,68.0
쇼박스,3년,58.1,37.5,60.6,39.4,13.0,45.0
쇼박스,합산,66.2,59.9,36.1,63.9,23.0,63.3
대영포장,1년,51.7,74.7,39.9,60.1,55.2,62.2
대영포장,2년,44.6,67.4,46.1,53.9,57.4,55.3
대영포장,3년,62.0,11.1,72.9,27.1,23.6,33.4
대영포장,합산,52.8,51.1,53.0,47.0,45.4,50.3
보광산업,1년,89.9,36.4,9.5,90.5,40.5,72.3
보광산업,2년,93.6,65.2,48.7,51.3,35.7,70.0
보광산업,3년,79.5,77.6,58.7,41.3,21.2,66.1
보광산업,합산,87.7,59.7,39.0,61.0,32.5,69.5
웅진씽크빅,1년,94.7,83.4,4.1,95.9,5.2,91.3
웅진씽크빅,2년,73.6,91.5,11.5,88.5,60.7,84.5
웅진씽크빅,3년,64.0,79.5,26.6,73.4,58.1,72.3
웅진씽크빅,합산,77.4,84.8,14.1,85.9,41.3,82.7
흥구석유,1년,55.4,51.2,45.4,54.6,37.3,53.7
흥구석유,2년,55.4,56.1,45.6,54.4,35.0,55.3
흥구석유,3년,58.7,55.6,42.0,58.0,38.1,57.4
흥구석유,합산,56.5,54.3,44.3,55.7,36.8,55.5
BGF에코머티리얼즈,1년,67.5,79.7,35.1,64.9,19.0,70.7
BGF에코머티리얼즈,2년,40.2,89.4,16.9,83.1,24.8,70.9
BGF에코머티리얼즈,3년,45.5,92.5,10.5,89.5,73.1,75.8
BGF에코머티리얼즈,합산,51.1,87.2,20.8,79.2,39.0,72.5
일신방직,1년,90.1,91.1,32.7,67.3,4.1,82.8
일신방직,2년,96.2,73.9,32.2,67.8,8.5,79.3
일신방직,3년,92.1,63.4,43.3,56.7,9.5,70.7
일신방직,합산,92.8,76.1,36.1,63.9,7.4,77.6
조선내화,1년,65.0,63.6,26.6,73.4,71.3,67.3
조선내화,2년,87.3,17.0,18.7,81.3,74.2,61.9
조선내화,3년,87.3,17.0,18.7,81.3,74.2,61.9
조선내화,합산,79.9,32.5,21.3,78.7,73.2,63.7
